train_hadith,train_tags
"['حدثنا', 'مسدد', 'حدثنا', 'يحيى', 'عن', 'هشام', 'قال', 'حدثني', 'ابي', 'عن', 'عائشه', 'ان', 'حمزه', 'بن', 'عمرو', 'الاسلمي', 'قال', 'يا', 'رسول', 'الله', 'اني', 'اسرد', 'الصوم']","['O', 'B_rawy', 'O', 'O', 'O', 'O', 'O', 'O', 'B_rawy', 'O', 'B_fnarmetn', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['حدثنا', 'محمد', 'بن', 'كثير', 'اخبرنا', 'سفيان', 'عن', 'صالح', 'عن', 'الشعبي', 'عن', 'ابي', 'برده', 'عن', 'ابي', 'موسى', 'الاشعري', 'رضي', 'الله', 'عنه', 'قال', 'النبي', 'صلى', 'الله', 'عليه', 'وسلم', 'ايما', 'رجل', 'كانت', 'له', 'جاريه', 'فادبها', 'فاحسن', 'تاديبها', 'واعتقها', 'وتزوجها', 'فله', 'اجران', 'وايما', 'عبد', 'ادى', 'حق', 'الله', 'وحق', 'مواليه', 'فله', 'اجران']","['O', 'B_rawy', 'I_rawy', 'I_rawy', 'O', 'B_rawy', 'O', 'B_rawy', 'O', 'B_rawy', 'O', 'B_rawy', 'I_rawy', 'I_rawy', 'B_rawy', 'I_rawy', 'I_rawy', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['حدثنا', 'محمد', 'حدثنا', 'عمرو', 'بن', 'ابي', 'سلمه', 'عن', 'الاوزاعي', 'قال', 'اخبرني', 'ابن', 'شهاب', 'قال', 'اخبرني', 'سعيد', 'بن', 'المسيب', 'ان', 'ابا', 'هريره', 'رضي', 'الله', 'عنه', 'قال', 'سمعت', 'رسول', 'الله', 'صلى', 'الله', 'عليه', 'وسلم', 'يقول', 'حق', 'المسلم', 'على', 'المسلم', 'خمس', 'رد', 'السلام', 'وعياده', 'المريض', 'واتباع', 'الجنائز', 'واجابه', 'الدعوه', 'وتشميت', 'العاطس', 'تابعه', 'عبد', 'الرزاق', 'قال', 'ج', 'ص', 'اخبرنا', 'معمر', 'ورواه', 'سلامه', 'بن', 'روح', 'عن', 'عقيل']","['O', 'B_rawy', 'O', 'B_rawy', 'I_rawy', 'I_rawy', 'I_rawy', 'O', 'B_rawy', 'O', 'O', 'B_rawy', 'I_rawy', 'O', 'O', 'O', 'O', 'O', 'O', 'B_rawy', 'I_rawy', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_rawy', 'I_rawy', 'O', 'O', 'O', 'O', 'B_rawy', 'O', 'B_rawy', 'I_rawy', 'I_rawy', 'O', 'B_rawy']"
"['حدثنا', 'قبيصه', 'بن', 'عقبه', 'حدثنا', 'سفيان', 'عن', 'الاعمش', 'عن', 'ابراهيم', 'عن', 'عبد', 'الرحمن', 'بن', 'يزيد', 'عن', 'عبد', 'الله', 'رضي', 'الله', 'عنه', 'قال', 'صليت', 'مع', 'النبي', 'صلى', 'الله', 'عليه', 'وسلم', 'ركعتين', 'ج', 'ص', 'ومع', 'ابي', 'بكر', 'رضي', 'الله', 'عنه', 'ركعتين', 'ومع', 'عمر', 'رضي', 'الله', 'عنه', 'ركعتين', 'ثم', 'تفرقت', 'بكم', 'الطرق', 'فيا', 'ليت', 'حظي', 'من', 'اربع', 'ركعتان', 'متقبلتان']","['O', 'B_rawy', 'I_rawy', 'I_rawy', 'O', 'B_rawy', 'O', 'B_rawy', 'O', 'B_rawy', 'O', 'B_fnarmetn', 'I_fnarmetn', 'O', 'O', 'O', 'B_fnarmetn', 'I_fnarmetn', 'O', 'O', 'O', 'O', 'B_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'O', 'O']"
"['حدثني', 'اسحاق', 'حدثنا', 'ابن', 'نمير', 'اخبرنا', 'هشام', 'ح', 'وحدثني', 'محمد', 'بن', 'سلام', 'قال', 'سمعت', 'عثمان', 'بن', 'فرقد', 'قال', 'سمعت', 'هشام', 'بن', 'عروه', 'يحدث', 'عن', 'ابيه', 'انه', 'سمع', 'عائشه', 'رضي', 'الله', 'عنها', 'تقول', 'سوره', 'النساء', 'ايه', 'ومن', 'كان', 'غنيا', 'فليستعفف', 'ومن', 'كان', 'فقيرا', 'فلياكل', 'بالمعروف', 'انزلت', 'في', 'والي', 'اليتيم', 'الذي', 'يقيم', 'عليه', 'ويصلح', 'في', 'ماله', 'ان', 'كان', 'فقيرا', 'اكل', 'منه', 'بالمعروف']","['O', 'O', 'O', 'B_rawy', 'I_rawy', 'O', 'B_rawy', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_rawy', 'I_rawy', 'I_rawy', 'O', 'O', 'B_rawy', 'O', 'O', 'O', 'O', 'B_rawy', 'O', 'O', 'B_fnarmetn', 'O', 'O', 'O', 'O', 'B_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn']"
"['حدثنا', 'ابو', 'اليمان', 'اخبرنا', 'شعيب', 'عن', 'الزهري', 'قال', 'اخبرني', 'حميد', 'بن', 'عبد', 'الرحمن', 'ان', 'ابا', 'هريره', 'رضي', 'الله', 'عنه', 'قال', 'بينما', 'نحن', 'جلوس', 'عند', 'النبي', 'صلى', 'الله', 'عليه', 'وسلم', 'اذ', 'جاءه', 'رجل', 'فقال', 'يا', 'رسول', 'الله', 'هلكت', 'قال', 'ما', 'لك', 'قال', 'وقعت', 'على', 'امراتي', 'وانا', 'صائم', 'فقال', 'رسول', 'الله', 'صلى', 'الله', 'عليه', 'وسلم', 'هل', 'تجد', 'رقبه', 'تعتقها', 'قال', 'لا', 'قال', 'فهل', 'تستطيع', 'ان', 'تصوم', 'شهرين', 'متتابعين', 'قال', 'لا', 'فقال', 'فهل', 'تجد', 'اطعام', 'ستين', 'مسكينا', 'قال', 'لا', 'قال', 'فمكث', 'النبي', 'صلى', 'الله', 'عليه', 'وسلم', 'فبينا', 'نحن', 'على', 'ذلك', 'اتي', 'النبي', 'صلى', 'الله', 'عليه', 'وسلم', 'بعرق', 'فيها', 'تمر', 'والعرق', 'المكتل', 'قال', 'اين', 'السائل', 'فقال', 'انا', 'قال', 'خذها', 'فتصدق', 'به', 'فقال', 'الرجل', 'اعلى', 'افقر', 'مني', 'يا', 'رسول', 'الله', 'فوالله', 'ما', 'بين', 'لابتيها', 'يريد', 'الحرتين', 'اهل', 'بيت', 'افقر', 'من', 'اهل', 'بيتي', 'فضحك', 'النبي', 'صلى', 'الله', 'عليه', 'وسلم', 'حتى', 'بدت', 'انيابه', 'ثم', 'قال', 'اطعمه', 'اهلك']","['O', 'B_rawy', 'I_rawy', 'O', 'B_rawy', 'O', 'B_rawy', 'O', 'O', 'B_rawy', 'I_rawy', 'I_rawy', 'I_rawy', 'O', 'B_fnarmetn', 'I_fnarmetn', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn']"
"['حدثني', 'محمد', 'بن', 'بشار', 'حدثنا', 'عبد', 'الوهاب', 'حدثنا', 'عبيد', 'الله', 'عن', 'وهب', 'بن', 'كيسان', 'عن', 'جابر', 'بن', 'عبد', 'الله', 'رضي', 'الله', 'عنهما', 'قال', 'توفي', 'ابي', 'وعليه', 'دين', 'فعرضت', 'على', 'غرمائه', 'ان', 'ياخذوا', 'التمر', 'بما', 'عليه', 'فابوا', 'ولم', 'يروا', 'ان', 'فيه', 'وفاء', 'فاتيت', 'النبي', 'صلى', 'الله', 'عليه', 'وسلم', 'فذكرت', 'ذلك', 'له', 'فقال', 'اذا', 'جددته', 'فوضعته', 'في', 'المربد', 'اذنت', 'رسول', 'الله', 'صلى', 'الله', 'عليه', 'وسلم', 'فجاء', 'ومعه', 'ابو', 'بكر', 'وعمر', 'فجلس', 'عليه', 'ودعا', 'بالبركه', 'ثم', 'قال', 'ادع', 'غرماءك', 'فاوفهم', 'فما', 'تركت', 'احدا', 'له', 'على', 'ابي', 'دين', 'الا', 'قضيته', 'وفضل', 'ثلاثه', 'عشر', 'وسقا', 'سبعه', 'عجوه', 'وسته', 'لون', 'او', 'سته', 'عجوه', 'وسبعه', 'لون', 'فوافيت', 'مع', 'رسول', 'الله', 'صلى', 'الله', 'عليه', 'وسلم', 'المغرب', 'فذكرت', 'ذلك', 'له', 'فضحك', 'فقال', 'ائت', 'ابا', 'بكر', 'وعمر', 'فاخبرهما', 'فقالا', 'لقد', 'علمنا', 'اذ', 'صنع', 'رسول', 'الله', 'صلى', 'الله', 'عليه', 'وسلم', 'ما', 'صنع', 'ان', 'سيكون', 'ذلك', 'وقال', 'هشام', 'عن', 'وهب', 'عن', 'جابر', 'صلاه', 'العصر', 'ولم', 'يذكر', 'ابا', 'بكر', 'ولا', 'ضحك', 'وقال', 'وترك', 'ابي', 'عليه', 'ثلاثين', 'وسقا', 'دينا', 'وقال', 'ابن', 'اسحاق', 'عن', 'وهب', 'عن', 'جابر', 'صلاه', 'الظهر']","['O', 'B_rawy', 'I_rawy', 'I_rawy', 'O', 'O', 'O', 'O', 'B_rawy', 'I_rawy', 'O', 'B_rawy', 'O', 'O', 'O', 'B_rawy', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'O', 'B_rawy', 'O', 'B_rawy', 'O', 'B_rawy', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_rawy', 'I_rawy', 'O', 'B_rawy', 'O', 'B_rawy', 'O', 'B_Time']"
"['حدثنا', 'ابو', 'اليمان', 'اخبرنا', 'شعيب', 'عن', 'الزهري', 'حدثني', 'سالم', 'بن', 'عبد', 'الله', 'ان', 'عبد', 'الله', 'بن', 'عمر', 'رضي', 'الله', 'عنه', 'قال', 'سمعت', 'رسول', 'الله', 'صلى', 'الله', 'عليه', 'وسلم', 'يقول', 'انطلق', 'ثلاثه', 'رهط', 'ممن', 'كان', 'قبلكم', 'حتى', 'اووا', 'المبيت', 'الى', 'غار', 'فدخلوه', 'فانحدرت', 'صخره', 'من', 'الجبل', 'فسدت', 'عليهم', 'الغار', 'فقالوا', 'انه', 'لا', 'ينجيكم', 'من', 'هذه', 'الصخره', 'الا', 'ان', 'تدعوا', 'الله', 'بصالح', 'اعمالكم', 'فقال', 'رجل', 'منهم', 'اللهم', 'كان', 'لي', 'ابوان', 'شيخان', 'كبيران', 'وكنت', 'لا', 'اغبق', 'قبلهما', 'اهلا', 'ولا', 'مالا', 'فناى', 'بي', 'في', 'طلب', 'شيء', 'يوما', 'فلم', 'ارح', 'عليهما', 'حتى', 'ناما', 'فحلبت', 'لهما', 'غبوقهما', 'فوجدتهما', 'نائمين', 'وكرهت', 'ان', 'اغبق', 'قبلهما', 'اهلا', 'او', 'مالا', 'فلبثت', 'والقدح', 'على', 'يدي', 'انتظر', 'استيقاظهما', 'حتى', 'برق', 'الفجر', 'فاستيقظا', 'فشربا', 'غبوقهما', 'اللهم', 'ان', 'كنت', 'فعلت', 'ذلك', 'ابتغاء', 'وجهك', 'ففرج', 'عنا', 'ما', 'نحن', 'فيه', 'من', 'هذه', 'الصخره', 'فانفرجت', 'شيئا', 'لا', 'يستطيعون', 'الخروج', 'قال', 'النبي', 'صلى', 'الله', 'عليه', 'وسلم', 'وقال', 'الاخر', 'اللهم', 'كانت', 'لي', 'بنت', 'عم', 'كانت', 'احب', 'الناس', 'الي', 'فاردتها', 'عن', 'نفسها', 'فامتنعت', 'مني', 'حتى', 'المت', 'بها', 'سنه', 'من', 'السنين', 'فجاءتني', 'فاعطيتها', 'عشرين', 'ومائه', 'دينار', 'على', 'ان', 'تخلي', 'بيني', 'وبين', 'نفسها', 'ففعلت', 'حتى', 'اذا', 'قدرت', 'عليها', 'قالت', 'لا', 'احل', 'لك', 'ان', 'تفض', 'الخاتم', 'الا', 'بحقه', 'فتحرجت', 'من', 'الوقوع', 'عليها', 'فانصرفت', 'عنها', 'وهي', 'احب', 'الناس', 'الي', 'وتركت', 'ج', 'ص', 'الذهب', 'الذي', 'اعطيتها', 'اللهم', 'ان', 'كنت', 'فعلت', 'ابتغاء', 'وجهك', 'فافرج', 'عنا', 'ما', 'نحن', 'فيه', 'فانفرجت', 'الصخره', 'غير', 'انهم', 'لا', 'يستطيعون', 'الخروج', 'منها', 'قال', 'النبي', 'صلى', 'الله', 'عليه', 'وسلم', 'وقال', 'الثالث', 'اللهم', 'اني', 'استاجرت', 'اجراء', 'فاعطيتهم', 'اجرهم', 'غير', 'رجل', 'واحد', 'ترك', 'الذي', 'له', 'وذهب', 'فثمرت', 'اجره', 'حتى', 'كثرت', 'منه', 'الاموال', 'فجاءني', 'بعد', 'حين', 'فقال', 'يا', 'عبد', 'الله', 'اد', 'الي', 'اجري', 'فقلت', 'له', 'كل', 'ما', 'ترى', 'من', 'اجرك', 'من', 'الابل', 'والبقر', 'والغنم', 'والرقيق', 'فقال', 'يا', 'عبد', 'الله', 'لا', 'تستهزئ', 'بي', 'فقلت', 'اني', 'لا', 'استهزئ', 'بك', 'فاخذه', 'كله', 'فاستاقه', 'فلم', 'يترك', 'منه', 'شيئا', 'اللهم', 'فان', 'كنت', 'فعلت', 'ذلك', 'ابتغاء', 'وجهك', 'فافرج', 'عنا', 'ما', 'نحن', 'فيه', 'فانفرجت', 'الصخره', 'فخرجوا', 'يمشون']","['O', 'B_rawy', 'I_rawy', 'O', 'B_rawy', 'O', 'O', 'O', 'B_rawy', 'I_rawy', 'I_rawy', 'I_rawy', 'O', 'B_fnarmetn', 'I_fnarmetn', 'I_fnarmetn', 'I_fnarmetn', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_Time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_Mon', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_fnarmetn', 'I_fnarmetn', 'I_fnarmetn', 'I_fnarmetn', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_fnarmetn', 'I_fnarmetn', 'I_fnarmetn', 'I_fnarmetn', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['حدثنا', 'ابو', 'نعيم', 'حدثنا', 'شيبان', 'عن', 'يحيى', 'عن', 'ابي', 'سلمه', 'قال', 'حدثني', 'معيقيب', 'ان', 'النبي', 'صلى', 'الله', 'عليه', 'وسلم', 'قال', 'في', 'الرجل', 'يسوي', 'التراب', 'حيث', 'يسجد', 'قال', 'ان', 'كنت', 'فاعلا', 'فواحده']","['O', 'B_rawy', 'I_rawy', 'O', 'B_rawy', 'O', 'B_rawy', 'O', 'B_rawy', 'I_rawy', 'O', 'O', 'B_rawy', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn', 'I_matn']"
"['حدثني', 'علي', 'بن', 'مسلم', 'حدثنا', 'عبد', 'الله', 'بن', 'نمير', 'حدثنا', 'عبيد', 'الله', 'عن', 'نافع', 'عن', 'ابن', 'عمر', 'رضي', 'الله', 'عنهما', 'قال', 'لما', 'فتح', 'هذان', 'المصران', 'اتوا', 'عمر', 'فقالوا', 'يا', 'امير', 'المؤمنين', 'ان', 'رسول', 'الله', 'صلى', 'الله', 'عليه', 'وسلم', 'حد', 'لاهل', 'نجد', 'قرنا', 'وهو', 'جور', 'عن', 'طريقنا', 'وانا', 'ان', 'اردنا', 'قرنا', 'شق', 'علينا', 'قال', 'فانظروا', 'حذوها', 'من', 'طريقكم', 'فحد', 'لهم', 'ذات', 'عرق', 'باب']","['O', 'O', 'O', 'O', 'O', 'B_rawy', 'I_rawy', 'I_rawy', 'I_rawy', 'O', 'O', 'O', 'O', 'B_rawy', 'O', 'B_rawy', 'I_rawy', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_Crime', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['حدثنا', 'عمر', 'بن', 'حفص', 'حدثنا', 'ابي', 'حدثنا', 'الاعمش', 'قال', 'حدثني', 'شقيق', 'عن', 'عمرو', 'بن', 'الحارث', 'عن', 'زينب', 'امراه', 'عبد', 'الله', 'ج', 'ص', 'رضي', 'الله', 'عنهما', 'قال', 'فذكرته', 'لابراهيم', 'ح', 'فحدثني', 'ابراهيم', 'عن', 'ابي', 'عبيده', 'عن', 'عمرو', 'بن', 'الحارث', 'عن', 'زينب', 'امراه', 'عبد', 'الله', 'بمثله', 'سواء', 'قالت', 'كنت', 'في', 'المسجد', 'فرايت', 'النبي', 'صلى', 'الله', 'عليه', 'وسلم', 'فقال', 'تصدقن', 'ولو', 'من', 'حليكن', 'وكانت', 'زينب', 'تنفق', 'على', 'عبد', 'الله', 'وايتام', 'في', 'حجرها', 'قال', 'فقالت', 'لعبد', 'الله', 'سل', 'رسول', 'الله', 'صلى', 'الله', 'عليه', 'وسلم', 'ايجزي', 'عني', 'ان', 'انفق', 'عليك', 'وعلى', 'ايتام', 'في', 'حجري', 'من', 'الصدقه', 'فقال', 'سلي', 'انت', 'رسول', 'الله', 'صلى', 'الله', 'عليه', 'وسلم', 'فانطلقت', 'الى', 'النبي', 'صلى', 'الله', 'عليه', 'وسلم', 'فوجدت', 'امراه', 'من', 'الانصار', 'على', 'الباب', 'حاجتها', 'مثل', 'حاجتي', 'فمر', 'علينا', 'بلال', 'فقلنا', 'سل', 'النبي', 'صلى', 'الله', 'عليه', 'وسلم', 'ايجزي', 'عني', 'ان', 'انفق', 'على', 'زوجي', 'وايتام', 'لي', 'في', 'حجري', 'وقلنا', 'لا', 'تخبر', 'بنا', 'فدخل', 'فساله', 'فقال', 'من', 'هما', 'قال', 'زينب', 'قال', 'اي', 'الزيانب', 'قال', 'امراه', 'عبد', 'الله', 'قال', 'نعم', 'لها', 'اجران', 'اجر', 'القرابه', 'واجر', 'الصدقه']","['O', 'O', 'O', 'O', 'O', 'B_rawy', 'O', 'B_rawy', 'O', 'O', 'O', 'O', 'B_rawy', 'I_rawy', 'I_rawy', 'O', 'B_rawy', 'I_rawy', 'I_rawy', 'I_rawy', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_rawy', 'O', 'B_rawy', 'O', 'O', 'B_rawy', 'I_rawy', 'I_rawy', 'O', 'B_rawy', 'I_rawy', 'I_rawy', 'I_rawy', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_rawy', 'I_rawy', 'I_rawy', 'I_rawy', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_rawy', 'I_rawy', 'I_rawy', 'I_rawy', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
